question,answer,context,id,task,direction,size
what is the total number of weeks ed sheeran was number 1?,7,csv/204-csv/333.csv,nt-597,,,
how many episodes of sailor moon did not have an english air date?,5,csv/203-csv/758.csv,nt-598,,,
how many schools left in 1960?,7,csv/203-csv/591.csv,nt-599,,,
how many songs was claudio zoli the original artist?,3,csv/204-csv/51.csv,nt-600,,,
which other ship was launched in the same year as the wave victor?,Wave Conqueror,csv/203-csv/313.csv,nt-601,,,
"who was the only nominee for the episode ""the triangle""?",Douglas Hines,csv/204-csv/787.csv,nt-602,,,
who finished before canada in the first run?,United States,csv/204-csv/439.csv,nt-603,,,
which team was the top scorer in the 1st leg?,Poli Ejido,csv/203-csv/414.csv,nt-604,,,
which political party party has had the most mayors of austevoll?,Conservative Party,csv/201-csv/10.csv,nt-605,,,
how many of the changes happened before june of 1986?,3 changes,csv/203-csv/400.csv,nt-606,,,
how many consecutive years did the seattle sounders not qualify for the open cup?,7,csv/204-csv/463.csv,nt-607,,,
what is the airport name at the top of the list?,Antil Plains Aerodrome,csv/204-csv/139.csv,nt-608,,,
how many records has harmon harmon held?,4,csv/204-csv/550.csv,nt-609,,,
which album produced the most singles?,Country Hit Parade,csv/204-csv/500.csv,nt-610,,,
what was the number of attendees for the september 19 game?,"71,496",csv/204-csv/180.csv,nt-611,,,
which nation is the most represented by the 20 scorers?,England,csv/204-csv/663.csv,nt-612,,,
ebessan and pero won in what year?,2003,csv/204-csv/854.csv,nt-613,,,
"after you complete deganya road, what portion comes next?",Beit Yitzhak,csv/203-csv/108.csv,nt-614,,,
which brazilian team took the top spot in the 1926 brazilian football cup?,Palestra Itália-SP,csv/203-csv/654.csv,nt-615,,,
what was the name of the mission previous to cosmos 300?,Luna 15,csv/204-csv/633.csv,nt-616,,,
what was the total combined score of the game on october 31?,5,csv/204-csv/924.csv,nt-617,,,
"which is the oldest, henry w. baker house or annapolis park historic district?",Henry W. Baker House,csv/204-csv/831.csv,nt-618,,,
how many of these attacks lasted at least 2 days?,5,csv/204-csv/514.csv,nt-619,,,
"in 2009, which competitor finished faster - the male or the female?",male,csv/203-csv/787.csv,nt-620,,,
are more managers from costa rica or brazil?,Costa Rica,csv/204-csv/992.csv,nt-621,,,
how many gold and bronze medals were achieved overall?,30,csv/203-csv/496.csv,nt-622,,,
on which team was the cyclist who withdrew after injuring his shoulder in a crash during stage 6?,Bbox Bouygues Telecom,csv/204-csv/530.csv,nt-623,,,
how many players made an appearance that year?,20,csv/203-csv/456.csv,nt-624,,,
how long did taiki tsuchiya last?,4:27,csv/203-csv/844.csv,nt-625,,,
"which place has more jews, durdevo or zabalj?",zabalj,csv/204-csv/693.csv,nt-626,,,
"which city's courthouse has been in use longer, brattleboro or newport?",Newport,csv/204-csv/749.csv,nt-627,,,
"how many games did the eagles win after december 1, 1968?",1,csv/203-csv/405.csv,nt-628,,,
what is the difference in yards averaged between cecil moore and raymond philyaw?,15 yards,csv/203-csv/8.csv,nt-629,,,
what are the total number of times swecon was held in uppsala?,3,csv/203-csv/866.csv,nt-630,,,
what is the next date after the first date on the list?,21 December 1790,csv/204-csv/820.csv,nt-631,,,
how many canals are longer than thirty miles?,3,csv/203-csv/594.csv,nt-632,,,
whom is listed after juk faat wan?,Fung Foh Do Yan,csv/204-csv/733.csv,nt-633,,,
what party has the most representatives in the diet representation?,Your Party,csv/203-csv/316.csv,nt-634,,,
what were the first and last movies greenstreet acted in?,The Maltese Falcon|Malaya,csv/202-csv/200.csv,nt-635,,,
"how long was the distance for the race at walt disney world speedway, florida?",200 mi (320 km),csv/203-csv/704.csv,nt-636,,,
how many hungarians have been the men's winner of the budapest half marathon?,8,csv/204-csv/403.csv,nt-637,,,
what is the only year with the 1st position?,1993,csv/204-csv/117.csv,nt-638,,,
who is the only player in the top 26 picks that was from louisiana state university?,Ben McDonald,csv/203-csv/149.csv,nt-639,,,
who was the only champion?,Louisville,csv/203-csv/200.csv,nt-640,,,
which film came out in 2002 and also had the role of vindici?,Revengers Tragedy,csv/201-csv/21.csv,nt-641,,,
which two institutions joined the same year as clarke university?,Mount Mercy University|Viterbo University,csv/204-csv/501.csv,nt-642,,,
which title has the largest number of performances?,The Phantom of the Opera,csv/204-csv/592.csv,nt-643,,,
at & t had consectutive strikes on the data table in what years,1986|1989,csv/203-csv/759.csv,nt-644,,,
what competition did japan compete in 2013?,2013 EAFF East Asian Cup,csv/204-csv/371.csv,nt-645,,,
who came in first?,Spokane,csv/204-csv/330.csv,nt-646,,,
in how many games did sri lanka score at least 2 goals?,16,csv/204-csv/913.csv,nt-647,,,
what is the name of the next highest selling brand after opiren?,Dobupal,csv/204-csv/610.csv,nt-648,,,
what number is the only attendance listed?,"7,000",csv/204-csv/36.csv,nt-649,,,
which competitor came in first for this race?,Dario Cologna,csv/204-csv/713.csv,nt-650,,,
what township has the most land area?,Tonganoxie,csv/204-csv/616.csv,nt-651,,,
who scored the most points?,Manuela Bravo,csv/203-csv/22.csv,nt-652,,,
"who had more semifinalists, brazil or poland?",Brazil,csv/204-csv/225.csv,nt-653,,,
did catherine jean milligan or lori moore get a higher placement in miss world?,Catherine Jean Milligan,csv/203-csv/727.csv,nt-654,,,
what is the lowest place they came in,5th,csv/204-csv/426.csv,nt-655,,,
how many tracks are listed in this table?,16,csv/204-csv/184.csv,nt-656,,,
how long was the teams longest losing streak?,5 games,csv/204-csv/151.csv,nt-657,,,
which competition occurred the most?,Jupiler League,csv/203-csv/835.csv,nt-658,,,
what is his number of disqualifications?,7,csv/204-csv/555.csv,nt-659,,,
what is the number of different races that brazil has won?,0,csv/204-csv/48.csv,nt-660,,,
how many times did scribe win?,2,csv/204-csv/655.csv,nt-661,,,
who was the only player listed from outside the u.s.?,Fay Crocker,csv/204-csv/355.csv,nt-662,,,
which award has wentworth miller been nominated for the most?,Teen Choice Awards,csv/203-csv/643.csv,nt-663,,,
which representative represented the most counties?,Ogden Driskill,csv/204-csv/887.csv,nt-664,,,
which date did a team score 4 points?,24 October 2007,csv/203-csv/675.csv,nt-665,,,
"what is the number of fans who attended the december 7, 1969 game against the broncos?","24,972",csv/204-csv/670.csv,nt-666,,,
which film aired in 1994 and has marika as the role?,Embrace of the Vampire,csv/201-csv/36.csv,nt-667,,,
what is the total number dallara chassis listed in the table?,5,csv/203-csv/99.csv,nt-668,,,
name one that was released in the 1980's but was not used for plumbers merchants.,Distributor EP,csv/204-csv/309.csv,nt-669,,,
what is the difference in year of borth between vachon and vaid?,4 years,csv/204-csv/698.csv,nt-670,,,
how many ties are listed total?,4,csv/203-csv/24.csv,nt-671,,,
who were the top 3 finishers in the 2005 belgian grand prix?,Kimi Räikkönen|Fernando Alonso|Jenson Button,csv/202-csv/179.csv,nt-672,,,
who was the winner after 2007?,Laois,csv/204-csv/716.csv,nt-673,,,
did the pune strykers or the karnataka lions have the highest win percentage?,Pune Strykers,csv/204-csv/334.csv,nt-674,,,
what was the previous film to air before collateral damage?,Black Hawk Down,csv/203-csv/762.csv,nt-675,,,
what is the pearson symbol for the formula with the lightest density?,PaCl5,csv/203-csv/613.csv,nt-676,,,
what is the total number of divisions on the chart?,4,csv/204-csv/186.csv,nt-677,,,
what is the difference between the richmond futures kickers rank in 2003 and 2006?,4,csv/204-csv/676.csv,nt-678,,,
"in the 2002 pan pacific swimming championships women's 100 metre backstroke, how many competitors took at least 1:02.50 to finish?",9,csv/204-csv/544.csv,nt-679,,,
what country had the most receipts per capita in 2005?,Dominican Republic,csv/203-csv/54.csv,nt-680,,,
"how many games were attended by at least 8,000 people?",13,csv/204-csv/971.csv,nt-681,,,
"tell me a year that did not have anything listed in the ""role"" spot.",1990,csv/204-csv/723.csv,nt-682,,,
what is the total of deaths in internment camps and during the wartime flight?,"173,805",csv/203-csv/234.csv,nt-683,,,
who is the artist listed before ben e. king?,Willie Nelson,csv/204-csv/193.csv,nt-684,,,
total number of venues that hosted first and second round games.,32,csv/203-csv/606.csv,nt-685,,,
"how many tracks do not include the word ""jesus""?",12,csv/204-csv/932.csv,nt-686,,,
what award does cherry jones have the most of?,Drama Desk Awards,csv/203-csv/146.csv,nt-687,,,
what is the name of the first circuit?,Jerez,csv/204-csv/253.csv,nt-688,,,
how many more seats does at&t stadium have than ford field?,"15,000",csv/204-csv/392.csv,nt-689,,,
which has a distance less than 3.0 kilometers?,Bizen-Mikado,csv/203-csv/273.csv,nt-690,,,
"how many tracks have their producer as mike ""punch"" harper?",2,csv/203-csv/353.csv,nt-691,,,
south korea has how many more medals that north korea?,10,csv/203-csv/630.csv,nt-692,,,
what is the total if you add all of the selection numbers together?,1231,csv/204-csv/635.csv,nt-693,,,
when was joe clark first elected?,1934,csv/203-csv/214.csv,nt-694,,,
which album had the most chart-reaching singles?,Rubberneck,csv/203-csv/751.csv,nt-695,,,
how many consecutive players weigh less than 200 lbs?,21,csv/204-csv/490.csv,nt-696,,,
how many total games did they win?,22,csv/204-csv/388.csv,nt-697,,,
what country has won at least eight silvers?,Argentina,csv/204-csv/360.csv,nt-698,,,
how many games were won by at least 5 points?,2,csv/204-csv/459.csv,nt-699,,,
which year was the competition held in the same country as in 1992?,1999,csv/204-csv/798.csv,nt-700,,,
what song made it to the highest rank on the us rap charts?,Mistadobalina,csv/204-csv/56.csv,nt-701,,,
how many countries in this competition had more than two silver medals?,2,csv/204-csv/771.csv,nt-702,,,
"between eta zeta and eta alpha, who has been active for the longest?",Eta Alpha,csv/203-csv/263.csv,nt-703,,,
how many wrestlers had a time of 6:47?,3,csv/203-csv/277.csv,nt-704,,,
what is the number of times that barr scored in 2005?,5,csv/204-csv/346.csv,nt-705,,,
what was the first historical site on the list?,Atwater Library of the Mechanics' Institute of Montreal,csv/204-csv/776.csv,nt-706,,,
who wrote the first episode of the season?,Mark Blutman & Howard Busgang,csv/204-csv/840.csv,nt-707,,,
what is the total agricultural value in 2008/09?,"3,729.7",csv/204-csv/666.csv,nt-708,,,
"what are the total games won against claudio pannata on june 10,1985 in bologna,italy?",1,csv/203-csv/60.csv,nt-709,,,
what was the date of the first loss of the season?,"Saturday, May 11",csv/204-csv/123.csv,nt-710,,,
which building has 8 floors and is 240 ft tall?,Industrial Exposition Building,csv/203-csv/105.csv,nt-711,,,
how many votes were not attributed to the australian labor party?,"305,008",csv/203-csv/494.csv,nt-712,,,
number of teams above 9 medals,3,csv/203-csv/466.csv,nt-713,,,
what is the title of queen's song on the chart?,I say my body,csv/203-csv/430.csv,nt-714,,,
is the current pondicherry assembly the tenth or the twelfth?,Twelfth,csv/204-csv/54.csv,nt-715,,,
how many films are under the publisher caliber comics?,4,csv/203-csv/79.csv,nt-716,,,
what was the last public middle school founded in hawaii?,Halau Ku Mana NCPCS,csv/203-csv/416.csv,nt-717,,,
which mayor is in the conservative party and was a bank manager?,Inge Bjarne Storebø,csv/201-csv/10.csv,nt-718,,,
which flight was the least successful of the h-ii flights?,F8,csv/203-csv/538.csv,nt-719,,,
what is he number of events held in philadelphia?,5,csv/204-csv/975.csv,nt-720,,,
name a site that was listed no later than 1960.,Chicago Road Informational Designation,csv/204-csv/423.csv,nt-721,,,
what city is listed at the top of the table as having the highest population?,Mumbai,csv/203-csv/860.csv,nt-722,,,
which one is the least in notes,European Junior Championships,csv/204-csv/759.csv,nt-723,,,
what player has one fa cup and one fl trophy?,Liam Dickinson,csv/204-csv/877.csv,nt-724,,,
"how many tracks on trae's album ""life goes on""?",20,csv/204-csv/74.csv,nt-725,,,
in how many seasons were there at least 20 goals scored?,4,csv/203-csv/835.csv,nt-726,,,
baranov has played from 2004 to the present. what is his nationality?,Belarus,csv/204-csv/421.csv,nt-727,,,
which winning team won the least?,Bertram Schäfer Racing,csv/204-csv/63.csv,nt-728,,,
how many courthouses are in vermont total?,9,csv/204-csv/749.csv,nt-729,,,
how many years did earl ball coach the muncie flyers?,6,csv/200-csv/32.csv,nt-730,,,
what was the last film directed by c. v. sridhar?,Thanthu Vitten Ennai,csv/203-csv/204.csv,nt-731,,,
how many titles did not list an english translation?,7,csv/203-csv/476.csv,nt-732,,,
how many nations have set the record more than the united states?,2,csv/204-csv/678.csv,nt-733,,,
what two models are only from the philippines?,CMC Cruiser|Delta Mini Cruiser,csv/204-csv/430.csv,nt-734,,,
which airline has the highest license #,Helidrive,csv/203-csv/58.csv,nt-735,,,
how many were held in the us?,2,csv/204-csv/515.csv,nt-736,,,
who was the next opponent after san francisco 49ers?,Jacksonville Jaguars,csv/203-csv/383.csv,nt-737,,,
"which episode aired after ""marion the superfluous feed character"" ?",Nelson the Naughty Arsonist,csv/204-csv/997.csv,nt-738,,,
which driver and co-driver came in last place?,António Borges|Miguel Sottomayor,csv/203-csv/644.csv,nt-739,,,
what was the fastest car?,Peugeot 207 S2000,csv/204-csv/538.csv,nt-740,,,
which athlete from poland had the lowest time?,Monika Bejnar,csv/204-csv/155.csv,nt-741,,,
"played on the same team as rune ""killing"" emanuelsson","Gunnar ""Il Professore"" Gren",csv/203-csv/121.csv,nt-742,,,
what is the other previous title of design of death?,previous title: 长寿镇 - Chang Shou Zhen,csv/204-csv/307.csv,nt-743,,,
in how many football games in 1993 did texas tech score at least 30 points?,7,csv/204-csv/197.csv,nt-744,,,
"which product was to be used longer, crest whitestrips classic or crest whitestrips 3d vivid?",Crest Whitestrips Classic,csv/204-csv/625.csv,nt-745,,,
"who is the only player to play in 5 games, 1 as a sub?",Lucien Favre,csv/204-csv/26.csv,nt-746,,,
which year did an american win both the men's and women's individual?,2008,csv/204-csv/132.csv,nt-747,,,
how many players have a 3 dart average of more than 97?,3,csv/203-csv/460.csv,nt-748,,,
who was the last de player?,Stansly Maponga,csv/204-csv/635.csv,nt-749,,,
how long was the big ride?,276,csv/203-csv/570.csv,nt-750,,,
how many different people scored in the 1997 game?,2,csv/204-csv/770.csv,nt-751,,,
which state had their last execution on 5 february 2014?,Texas,csv/203-csv/9.csv,nt-752,,,
does the ae 8/8 weigh more or less than the re 6/6?,more,csv/204-csv/850.csv,nt-753,,,
how many times did missouri win after 2000?,8,csv/203-csv/209.csv,nt-754,,,
who had a higher score: craig stadler or joe inman?,Joe Inman,csv/203-csv/251.csv,nt-755,,,
who was the top goalscorer on this team?,Garra Dembele,csv/204-csv/784.csv,nt-756,,,
"what is the total number of players who tied for fourth, seventh, and tenth combined?",8,csv/203-csv/134.csv,nt-757,,,
did tomber rank higher than l'etranger on the french charts?,Yes,csv/203-csv/696.csv,nt-758,,,
what was the name of the competition listed before the boston marathon in 1984?,Grandma's Marathon,csv/204-csv/450.csv,nt-759,,,
bruce bowen and mark madsen both played what position?,F,csv/203-csv/622.csv,nt-760,,,
"which year has a crude birth rate of 29.1 with a population of 22,860?",1928,csv/202-csv/269.csv,nt-761,,,
the central american championships and what other competition occurred in 2010?,Central American and Caribbean Games,csv/204-csv/760.csv,nt-762,,,
what is the number of consecrations for the cathedral church of st. mary?,3,csv/204-csv/16.csv,nt-763,,,
what is the total number of polls published by the company gis xxi?,4,csv/204-csv/639.csv,nt-764,,,
name the number of teams in the 6th heat.,2,csv/204-csv/204.csv,nt-765,,,
for how many years did hallgrimur sveinsson serve as the bishop of iceland?,19,csv/203-csv/875.csv,nt-766,,,
which driver had the slowest time in finishing this race?,Rui Conceição,csv/204-csv/538.csv,nt-767,,,
what creature is after basilisk?,Cockatrice,csv/204-csv/427.csv,nt-768,,,
in which olympic games did arasay thondike not finish in the top 20?,2012,csv/203-csv/91.csv,nt-769,,,
which school was in the columbus neighborhood and was demolished?,School 73,csv/203-csv/40.csv,nt-770,,,
only player to serve as captain from 1998-2007,Raphaël Ibañez,csv/204-csv/342.csv,nt-771,,,
which competition comes above uefa europa league,UEFA Europa League,csv/204-csv/542.csv,nt-772,,,
name a manufacturer other than honda?,Aprilia,csv/203-csv/244.csv,nt-773,,,
how many games did the mercury play in june?,11,csv/203-csv/689.csv,nt-774,,,
what is the difference between 2008 and 2009 score?,0,csv/203-csv/638.csv,nt-775,,,
"in the 1975 stanley cup playoffs, which team scored the most in a single series against the buffalo sabres?",Montreal Canadiens,csv/203-csv/470.csv,nt-776,,,
what is the total number of markers that start with the letter b?,11,csv/204-csv/176.csv,nt-777,,,
"of all the countries that have them, which country has the least champions",Russia,csv/204-csv/351.csv,nt-778,,,
what is total number of bronze medals for slovakia?,1,csv/203-csv/653.csv,nt-779,,,
how many loses did virgil zwicker have?,3,csv/204-csv/461.csv,nt-780,,,
which is before ks tomori,KS Skenderbeu Korce,csv/204-csv/623.csv,nt-781,,,
how many times did sd ponferradina b compete in division 3a?,10,csv/204-csv/35.csv,nt-782,,,
tell me a volume that does not have more than 30 issues.,Volume 1,csv/204-csv/648.csv,nt-783,,,
"of those listed, which had the fastest time?",2003 World Championships,csv/203-csv/734.csv,nt-784,,,
how many years later was the sibir in service after the lenin?,18,csv/203-csv/193.csv,nt-785,,,
what team is after the 2006 to 2008 season in the east superleague column?,Bonnyrigg Rose Athletic,csv/204-csv/428.csv,nt-786,,,
how many bronze medals did russia earn?,0,csv/204-csv/107.csv,nt-787,,,
how many consecutive years has the acm multimedia workshops been held?,20,csv/204-csv/15.csv,nt-788,,,
nelsano albano served in the same year as which washington twp. member?,Paul Moriarty,csv/204-csv/699.csv,nt-789,,,
how many times was the location in the united states?,3,csv/203-csv/285.csv,nt-790,,,
which sports network has aired the most races in this season?,FS1,csv/204-csv/508.csv,nt-791,,,
"how many games were played in olympic stadium and had attendance over 12,000?",2,csv/204-csv/658.csv,nt-792,,,
which broadcaster hosted 3 titles but they had only 1 episode?,Channel 4,csv/204-csv/903.csv,nt-793,,,
what is the number of parties that had more than 3 candidates in their party?,3,csv/203-csv/354.csv,nt-794,,,
how many different types of diesel locomotives are dated after 1980?,2,csv/204-csv/77.csv,nt-795,,,
what was the total number of medals won by united states?,2,csv/203-csv/175.csv,nt-796,,,
"according to the table, which destination was the last to become available?",Haugesund,csv/203-csv/323.csv,nt-797,,,
which track was composed by jacques brel and gaby wagenheim?,Le colonel,csv/202-csv/173.csv,nt-798,,,
"which two nations made the same score for 5 hoops and 3 balls, 2 ribbons?",Bulgaria|Spain,csv/204-csv/979.csv,nt-799,,,
when did the last episode air?,20 July 2011,csv/204-csv/449.csv,nt-800,,,
which train number has its destination in kannur?,56656,csv/204-csv/824.csv,nt-801,,,
how many times did they finish ninth?,6,csv/204-csv/738.csv,nt-802,,,
"what debut album, reached no. 26 on uk albums chart in 1989?",Good Deeds and Dirty Rags,csv/204-csv/928.csv,nt-803,,,
who finished after austria in rank?,Japan,csv/204-csv/727.csv,nt-804,,,
what was the name of the competition that took place before the olympic games in 1996?,World Championships,csv/203-csv/874.csv,nt-805,,,
which tournament had the most points per game?,2006 FIBA World Championship,csv/203-csv/527.csv,nt-806,,,
which year has the most games?,2003,csv/204-csv/121.csv,nt-807,,,
tell me the only country to schore below 38 total points.,Hungary,csv/204-csv/979.csv,nt-808,,,
what was the first movie that this actor received an award for starring in?,Challenge,csv/204-csv/948.csv,nt-809,,,
how od was alberto ginastera when he died?,67,csv/204-csv/748.csv,nt-810,,,
how many times has christel boeljon had a top-10 finish in the ladies european tour?,17,csv/204-csv/940.csv,nt-811,,,
which capacitor has the same temperature as the nesccap electric double-layer capacitor?,ACT Premlis Lithium ion capacitor,csv/204-csv/583.csv,nt-812,,,
how many more seats were available in 1975 than 1963?,17,csv/203-csv/330.csv,nt-813,,,
what team spent the least amount of time in the administration?,Charlton Athletic,csv/204-csv/923.csv,nt-814,,,
what number of nations received 1 medal?,10,csv/204-csv/595.csv,nt-815,,,
what is the total number of international goals that holosko has scored?,13,csv/203-csv/6.csv,nt-816,,,
what is the difference between the number of games won and the number of games lost?,4,csv/204-csv/523.csv,nt-817,,,
whos name is listed last on the chart?,Kevin Watson,csv/204-csv/482.csv,nt-818,,,
what was the last bridge built?,Pearl River Bridge on Mississippi Highway 28,csv/204-csv/799.csv,nt-819,,,
"who has a 2011 population less than 224,000?",Bulandshahr|Thanjavur,csv/203-csv/860.csv,nt-820,,,
how many drivers had a total of 58 laps or more?,12,csv/203-csv/804.csv,nt-821,,,
name all winners of the caribbean cup,Trinidad and Tobago|Jamaica|Cuba|Martinique|Haiti,csv/202-csv/253.csv,nt-822,,,
"bob caudle was an announcer, who was the other one?",Lance Russell,csv/204-csv/811.csv,nt-823,,,
total number of medals earned by the 8th place finishers,4,csv/204-csv/232.csv,nt-824,,,
what is the number of lakes that have an area less than 100 km squared?,51,csv/203-csv/302.csv,nt-825,,,
what is the total days held on # 1st?,283,csv/204-csv/23.csv,nt-826,,,
"what year was itoh's only victory at the 10,000m distance.",1981,csv/203-csv/215.csv,nt-827,,,
which electoral districts hold 15 or more seats?,Antwerp|East Flanders|Flemish Brabant|West Flanders|Hainaut|Liège,csv/202-csv/161.csv,nt-828,,,
who was appointed before h.w. whillock?,Byron E. Hyatt,csv/203-csv/93.csv,nt-829,,,
what is the number of russian participants in this set of semifinals?,2,csv/204-csv/59.csv,nt-830,,,
"according to the list, who has the most runners-up?",East Germany,csv/203-csv/600.csv,nt-831,,,
what was the number of combined tackles in 2010?,70,csv/204-csv/756.csv,nt-832,,,
which painter has a higher mark for drawing jacopo bassano or otho venius?,Otho Venius,csv/203-csv/186.csv,nt-833,,,
who was the first american to enter their respective office?,Richard B. Russell,csv/204-csv/782.csv,nt-834,,,
how many tracks are in this album?,13,csv/202-csv/173.csv,nt-835,,,
which nation has earned the least amount of gold medals?,Maldives,csv/203-csv/497.csv,nt-836,,,
what core diameter (in) comes after 0.0930?,0.1162,csv/204-csv/828.csv,nt-837,,,
"other than scorpio, jr. and super crazy, name a championship that took place at iwl oktoberfest.",Ultimo Gladiador and Ultimo Vampiro,csv/204-csv/245.csv,nt-838,,,
"between tingkhong and sonari, which had a higher constituency number?",Tingkhong,csv/204-csv/60.csv,nt-839,,,
where was the last competition held?,"Royal Bafokeng Stadium, Rustenburg, South Africa",csv/203-csv/504.csv,nt-840,,,
who became the winning couple the most?,Kyal and Kara,csv/204-csv/269.csv,nt-841,,,
what member comes next after hon trish worth?,Don Randall,csv/204-csv/659.csv,nt-842,,,
who was the top prize winner in cha$e?,Trisha,csv/203-csv/446.csv,nt-843,,,
"who held the title before the public enemy regained it on april 8th, 1995?",Chris Benoit and Dean Malenko,csv/204-csv/23.csv,nt-844,,,
which incumbent died before john george montagu?,Peregrine Bertie,csv/204-csv/820.csv,nt-845,,,
which season(s) earned first place?,1983/84|1985/86|1987/88|1996/97,csv/203-csv/231.csv,nt-846,,,
"which year had a higher round placement, 2006 or 2010?",2010,csv/204-csv/115.csv,nt-847,,,
which artist earned the least number of points?,Mystique,csv/204-csv/915.csv,nt-848,,,
how many schools are not charter?,11,csv/203-csv/416.csv,nt-849,,,
what country ranks in first place?,China,csv/204-csv/320.csv,nt-850,,,
thanjavur has a population in 2001 of only how many?,"215,725",csv/203-csv/860.csv,nt-851,,,
how long (in number of contests) was the teams longest losing streak?,8 games,csv/204-csv/436.csv,nt-852,,,
what is the total number of silver awards given?,37,csv/204-csv/183.csv,nt-853,,,
how many subdivisions are there in camarines sur?,37,csv/203-csv/147.csv,nt-854,,,
"what chateau comes after ""chateau de bourmont""?",Château de Brissac,csv/204-csv/806.csv,nt-855,,,
is solon borland a representative?,yes,csv/203-csv/778.csv,nt-856,,,
what was the total score for the 1st and 2nd legs of the somalia vs sudan game.,1,csv/204-csv/324.csv,nt-857,,,
how many dates are in 1972?,3,csv/204-csv/752.csv,nt-858,,,
how many terms did a republican serve before watkins term?,1,csv/203-csv/16.csv,nt-859,,,
how many total events are listed on the chart?,11,csv/203-csv/677.csv,nt-860,,,
compare the scottish national party to the conservative and determine which party had their leaders in office for a longer time.,Conservative,csv/201-csv/25.csv,nt-861,,,
how many women clocked less than 13 secs the women's heat of 100m hurdles?,4,csv/204-csv/71.csv,nt-862,,,
which new council is above labour,Conservatives,csv/204-csv/223.csv,nt-863,,,
how many chips have a flash size of at least 3k?,4,csv/204-csv/416.csv,nt-864,,,
who was the last president from the republican party?,George W. Bush,csv/203-csv/800.csv,nt-865,,,
who was the next coach of the auburn tigers baseball team after steve renfroe?,Tom Slater,csv/203-csv/593.csv,nt-866,,,
how many residence is there?,7,csv/204-csv/325.csv,nt-867,,,
who was the first democrat to win an election?,Edward C. Eicher,csv/204-csv/252.csv,nt-868,,,
what is the number of games played in october of this season?,5,csv/204-csv/746.csv,nt-869,,,
how long did gall play for carlisle united?,3 years,csv/202-csv/295.csv,nt-870,,,
what is the total number of passes this player has defended?,5,csv/204-csv/957.csv,nt-871,,,
how many 2nd positions were there?,4,csv/204-csv/974.csv,nt-872,,,
how many goals did dejan damjanovic have in the 2011 season?,5,csv/204-csv/375.csv,nt-873,,,
how many times has australia been runner-up?,1,csv/204-csv/419.csv,nt-874,,,
what is the total number of points scored by this team this season?,94,csv/204-csv/971.csv,nt-875,,,
how many nations won at least 10 medals?,8,csv/203-csv/70.csv,nt-876,,,
there is at least how many locations?,7,csv/204-csv/185.csv,nt-877,,,
what year come after 2010-11,2011-12,csv/204-csv/962.csv,nt-878,,,
who was picked directly before ken riley?,John Mack,csv/203-csv/229.csv,nt-879,,,
what is the name of the oldest map/catalog?,M45,csv/204-csv/281.csv,nt-880,,,
which driver has the least amount of points?,Ralf Schumacher,csv/203-csv/76.csv,nt-881,,,
who won by the least?,Penrith Panthers,csv/203-csv/371.csv,nt-882,,,
total number of players drafted in round 1,4,csv/204-csv/327.csv,nt-883,,,
what type of show is running man?,variety show,csv/204-csv/379.csv,nt-884,,,
how many friendly matches were in the table?,4,csv/203-csv/179.csv,nt-885,,,
what is the number of products that were introduced in 2010?,3,csv/204-csv/625.csv,nt-886,,,
what year is at the very top?,1887-1905,csv/204-csv/27.csv,nt-887,,,
fc schalke 04 and what other club beat them?,Livorno,csv/204-csv/985.csv,nt-888,,,
"the most recent version to be released was in 1989, what was it called?",Distributor EP,csv/204-csv/309.csv,nt-889,,,
what was the longest time on the list?,4:19.84,csv/204-csv/902.csv,nt-890,,,
how many total times has village roadshow queensland new filmmakers awards won?,1,csv/204-csv/337.csv,nt-891,,,
how many international tourism arrivals in 2010(x1000) did mexico have?,"22,395",csv/203-csv/54.csv,nt-892,,,
how many films used the kannada language?,3,csv/204-csv/546.csv,nt-893,,,
what county had the most votes for romney?,Bernalillo,csv/204-csv/956.csv,nt-894,,,
"more beetles came from which country, spain or south africa?",South Africa,csv/204-csv/869.csv,nt-895,,,
"how many counties have a median household income of at least $50,000?",8,csv/204-csv/572.csv,nt-896,,,
who is the first producer with the least amount of time?,Large Professor,csv/204-csv/238.csv,nt-897,,,
which volume had the most maps?,12,csv/204-csv/843.csv,nt-898,,,
how many locomotives were built after 1900?,2,csv/203-csv/213.csv,nt-899,,,
how many episodes are listed?,22,csv/204-csv/840.csv,nt-900,,,
"how long did the broadcast last in spain, from what date to what date?","September 21, 2011 to January 25, 2012",csv/204-csv/446.csv,nt-901,,,
the 1995/96 season ranked the same place as which other season?,1996/97,csv/204-csv/79.csv,nt-902,,,
what municipality comes after qender?,Selitë,csv/204-csv/226.csv,nt-903,,,
how many consecutive games did jay mills lose to fbs opponents?,11,csv/204-csv/11.csv,nt-904,,,
did italy or spain receive a greater number of silver medals?,Spain,csv/203-csv/374.csv,nt-905,,,
which model is the only model to have the lowest caliber?,New Model Pocket Revolver,csv/203-csv/253.csv,nt-906,,,
how many #1 hits did kitty well have?,1,csv/204-csv/500.csv,nt-907,,,
who is ranked #1?,Cuba,csv/204-csv/302.csv,nt-908,,,
which date is above 6/18/83,04/04/83,csv/204-csv/222.csv,nt-909,,,
was the match against allesandro campagna or andy souwer shorter?,Alessandro Campagna,csv/204-csv/53.csv,nt-910,,,
what was the attendance for the august 26 and august 30 1933 combined?,"42,634",csv/204-csv/516.csv,nt-911,,,
