,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,Col 24,Col 25,Col 26,Col 27,Col 28,Col 29,Col 30,Col 31,Col 32,Col 33,Col 34,Col 35,Col 36,Col 37,Col 38,Col 39,Col 40,Col 41,Col 42,Col 43,Col 44,Col 45,Col 46,Col 47,Col 48,Col 49,Col 50,Col 51,Col 52,Col 53,Col 54,Col 55,Col 56,Col 57,Col 58,Col 59,Col 60,Col 61,Col 62,Col 63,Col 64,Col 65,Col 66,Col 67,Col 68,Col 69,Col 70,Col 71,Col 72,Col 73,Col 74,Col 75,Col 76,Col 77,Col 78,Col 79,Col 80,Col 81,Col 82,Col 83,Col 84,Col 85,Col 86,Col 87,Col 88,Col 89,Col 90,Col 91,Col 92,Col 93,Col 94,Col 95,Col 96,Col 97,Col 98,Col 99,Col 100
Row 64,64,81,31,21,6,66,51,97,28,42,13,10,72,46,35,19,61,63,11,42,6,15,73,75,27,66,81,91,97,99,12,99,79,50,41,4,60,76,0,37,57,65,44,7,33,9,50,0,78,57,21,10,89,72,41,65,69,32,74,23,71,46,55,29,96,40,28,28,47,98,36,28,28,13,43,13,80,64,98,62,92,90,18,37,55,90,9,84,43,8,21,62,1,37,28,82,55,87,28,99
Row 65,98,52,67,42,91,79,80,14,83,9,78,75,49,86,47,13,43,89,14,88,45,82,68,32,18,73,79,53,86,12,46,90,23,60,37,60,27,47,92,30,51,19,83,55,10,72,44,92,85,27,62,78,99,53,34,84,17,67,81,19,15,13,97,62,70,38,8,42,77,52,5,92,25,7,65,96,61,46,96,58,37,54,85,33,39,35,99,84,78,64,98,68,66,69,86,77,60,14,62,20
Row 66,9,66,27,35,94,26,33,49,2,42,36,26,68,73,31,32,24,44,70,88,98,91,26,51,68,87,23,42,77,96,69,1,69,26,7,62,99,96,53,58,28,37,4,45,87,64,88,1,55,86,86,88,40,8,26,29,19,75,89,79,62,53,64,44,45,50,79,19,95,28,62,51,27,46,46,26,75,72,66,40,57,72,3,83,93,37,11,7,18,83,78,79,75,76,25,60,3,98,57,84
Row 67,6,16,31,41,57,24,43,2,38,33,8,12,1,49,32,19,96,65,12,83,99,88,61,62,0,55,85,57,81,68,5,75,23,0,76,86,81,73,0,60,32,35,32,17,34,60,61,99,13,54,3,49,38,95,94,76,51,58,5,1,73,38,12,60,9,35,97,8,51,19,15,65,25,2,23,1,50,45,81,99,77,73,72,88,5,1,40,73,99,21,28,7,69,11,93,60,13,68,24,31
Row 68,10,68,30,77,19,8,32,82,63,37,16,97,11,14,7,64,96,71,45,6,6,23,10,57,81,84,18,54,55,64,85,91,78,59,87,73,81,58,62,9,79,55,44,32,79,85,17,68,81,45,30,18,94,65,7,70,68,0,0,96,33,55,66,59,60,13,62,50,95,41,77,89,72,11,39,16,10,77,93,37,84,33,68,96,4,2,34,13,37,0,24,60,18,80,61,48,43,92,42,88
Row 69,26,23,64,0,54,53,42,67,88,23,10,58,52,74,99,63,63,73,1,11,15,22,31,19,75,43,39,73,16,95,85,45,85,4,14,77,62,94,41,81,57,75,97,79,46,71,88,90,45,68,30,21,30,95,62,84,31,3,96,74,85,98,37,27,55,13,34,57,59,33,97,74,78,82,12,47,95,2,31,32,61,44,85,74,87,93,26,44,11,48,11,72,81,97,67,70,91,3,44,39
Row 70,71,79,16,20,85,61,41,93,31,1,47,28,71,94,5,75,70,80,58,6,52,80,87,40,4,87,20,51,7,45,3,19,64,21,48,16,42,32,88,43,22,16,67,54,97,31,89,96,11,49,4,36,1,4,91,73,20,51,87,39,27,51,98,47,53,68,63,12,98,49,17,66,56,51,91,24,39,24,29,5,77,51,71,4,29,16,13,28,91,89,0,90,47,45,66,97,52,29,85,85
Row 71,96,16,43,50,76,27,31,41,27,67,90,81,68,84,27,37,75,54,23,0,87,60,68,72,21,50,37,76,59,23,86,91,2,46,38,95,53,71,81,74,75,82,8,49,11,50,73,37,67,33,33,88,63,15,87,40,44,95,2,97,92,6,48,94,12,35,54,88,23,21,33,44,49,8,26,22,54,83,14,78,76,70,59,75,17,67,91,44,21,64,6,92,6,11,29,48,87,47,18,60
Row 72,28,91,94,64,21,53,91,81,12,13,79,17,41,87,59,70,51,16,87,23,14,63,38,26,99,18,54,98,74,39,34,87,39,83,18,28,66,4,21,64,47,72,30,89,29,57,52,18,3,52,33,88,38,17,31,39,82,64,3,52,62,69,36,20,27,29,6,82,31,74,15,11,27,37,58,70,24,82,26,33,59,46,77,85,15,50,81,38,42,45,7,78,1,27,33,71,35,86,68,15
Row 73,72,8,80,98,72,14,52,83,49,3,64,78,36,29,21,69,31,15,41,70,74,25,32,99,66,17,23,35,14,65,42,2,72,70,17,46,18,67,18,23,87,14,92,51,99,75,34,73,95,80,10,86,75,65,50,66,63,44,63,11,9,61,98,99,78,32,51,11,77,49,95,9,90,85,52,14,59,51,37,68,81,19,26,45,68,30,71,87,17,1,43,9,74,25,82,40,69,64,63,47
Row 74,8,98,9,50,42,39,88,9,52,73,3,1,8,90,54,69,20,23,89,33,8,48,45,80,23,77,92,40,43,3,46,65,38,54,82,14,24,53,51,6,98,68,44,22,43,10,80,0,82,93,86,60,51,28,26,66,13,82,60,94,84,2,7,1,85,53,13,28,23,38,5,66,0,60,90,62,97,6,25,3,14,88,59,59,35,31,5,3,53,71,10,88,37,19,79,90,21,78,51,20
Row 75,67,3,84,79,97,66,90,21,7,21,8,47,99,14,79,9,80,26,28,34,72,23,14,22,29,38,85,39,49,9,61,34,73,70,60,80,1,70,24,26,66,20,86,22,15,97,53,51,35,18,66,32,36,11,41,59,87,5,32,48,22,33,76,0,5,15,97,67,26,35,83,76,35,2,36,50,87,33,20,11,18,73,23,43,89,64,58,29,5,33,82,44,38,54,74,70,87,6,49,28
Row 76,36,70,19,92,41,56,68,62,84,67,25,24,9,92,68,71,81,86,30,62,73,24,58,28,1,14,68,10,87,35,38,62,29,4,69,8,37,89,11,18,96,58,31,10,79,29,15,67,10,37,56,79,92,82,79,15,81,94,5,57,27,4,27,9,13,61,49,8,60,13,98,11,30,37,88,14,73,24,65,68,5,61,35,45,60,30,62,50,44,63,28,12,91,95,16,20,1,85,83,10
Row 77,33,9,26,46,48,55,70,98,20,54,4,11,79,86,78,53,99,75,67,34,79,33,30,48,34,41,21,59,17,40,38,11,63,47,89,78,29,25,91,49,58,72,59,90,11,75,22,25,84,38,20,24,9,73,34,50,52,68,11,14,42,33,97,19,32,13,47,63,18,80,5,7,57,50,50,24,15,3,77,6,33,26,72,77,18,59,48,27,33,37,99,31,51,70,77,42,35,20,73,75
Row 78,70,21,19,53,41,27,4,40,30,18,12,94,79,97,36,5,9,54,65,34,75,76,21,16,10,38,50,46,28,14,62,15,99,11,51,11,51,57,20,39,0,18,62,11,68,18,61,48,93,60,26,14,35,57,47,77,62,53,86,19,40,36,33,64,6,84,66,25,71,36,90,1,75,95,87,28,9,71,26,68,37,99,33,24,98,32,3,40,41,53,86,50,24,45,96,50,33,47,20,63
Row 79,89,85,26,10,87,19,23,30,36,84,85,41,16,0,71,98,58,34,17,21,68,75,78,23,62,67,79,55,45,47,64,29,94,95,63,42,51,48,51,85,89,64,0,74,82,76,68,85,55,33,58,88,84,19,5,8,12,11,86,16,45,94,91,69,91,52,92,58,96,29,21,34,64,95,10,98,37,13,59,5,65,88,3,72,96,48,84,0,35,48,61,51,11,84,72,92,89,89,73,37
Row 80,59,37,36,28,29,90,18,95,25,36,63,88,12,20,27,27,90,59,21,40,9,56,39,84,62,22,69,61,3,16,44,56,70,66,0,38,58,49,99,50,58,1,96,81,3,96,34,46,66,14,90,16,14,58,58,35,23,29,41,82,73,65,95,46,45,50,48,39,66,6,75,33,48,86,5,88,68,23,38,14,88,89,88,83,49,73,73,75,20,55,42,79,50,78,8,5,74,86,78,63
Row 81,64,66,44,68,30,25,85,83,58,37,28,90,65,12,13,68,85,22,14,37,49,66,21,73,97,7,33,16,90,32,65,1,48,29,46,64,80,43,99,11,75,5,70,94,27,39,35,8,87,74,19,11,59,17,24,42,97,30,45,47,11,75,44,57,99,7,67,70,88,10,1,26,43,51,28,75,17,22,30,95,51,64,52,37,76,2,15,90,39,76,75,12,60,3,79,46,69,59,63,81
Row 82,12,77,13,71,0,89,15,40,40,36,75,92,5,31,81,74,30,8,32,26,20,56,58,97,57,64,87,1,79,58,84,98,73,13,56,45,92,45,9,3,7,87,2,7,37,38,91,37,21,74,19,76,64,97,48,88,0,74,53,60,21,41,12,69,84,39,74,72,14,57,75,46,61,88,67,76,82,74,71,0,70,14,92,48,37,51,62,52,78,47,62,1,53,71,79,61,82,73,20,9
Row 83,78,0,53,2,64,79,84,29,71,63,84,26,41,39,70,23,21,70,20,49,26,79,38,75,33,10,4,41,66,64,37,1,76,71,15,66,14,76,67,56,70,25,14,53,79,6,89,78,45,0,60,82,83,18,43,30,86,67,25,55,94,71,27,98,79,14,57,76,79,59,29,65,68,59,14,68,30,83,7,77,67,42,23,89,0,0,29,27,63,76,13,73,99,70,52,29,36,47,45,67
Row 84,11,68,18,17,65,88,57,41,36,22,66,26,58,89,0,60,58,75,65,88,47,64,44,71,93,78,73,77,81,88,74,29,99,30,2,64,54,97,47,42,66,25,67,96,56,79,21,84,64,82,46,93,85,46,24,31,85,24,95,11,52,19,72,31,18,99,7,24,57,64,48,59,90,62,77,43,58,71,7,60,21,92,16,3,95,55,63,35,38,10,16,74,31,35,19,58,47,62,66,78
Row 85,83,40,4,7,35,50,63,97,79,16,32,62,0,28,99,67,10,68,20,73,39,50,4,27,38,9,99,95,81,88,35,84,9,5,21,79,16,22,87,42,22,89,25,84,46,79,54,40,64,23,1,93,77,41,60,67,81,67,0,9,58,94,41,1,18,19,2,68,37,97,31,17,73,10,65,45,53,64,48,77,93,73,43,72,6,81,47,84,89,37,45,11,26,11,3,24,62,39,34,62
Row 86,72,98,82,20,77,44,22,75,64,78,93,52,64,56,13,60,86,59,63,17,80,89,64,64,36,15,74,46,29,26,71,98,98,20,9,41,73,2,24,57,86,69,31,87,99,60,91,10,68,10,65,56,1,60,80,6,13,42,62,89,30,73,86,59,84,99,53,3,30,44,67,65,41,55,87,53,22,66,6,39,83,36,62,11,1,28,48,82,74,87,75,8,65,94,19,88,4,56,97,42
Row 87,20,39,44,75,8,30,27,38,5,22,50,79,80,67,11,38,69,75,75,98,94,29,91,44,88,62,85,12,23,47,9,72,97,98,63,62,19,85,71,53,39,47,65,63,67,34,93,46,44,89,29,78,21,8,69,83,35,96,10,48,25,19,13,99,42,88,89,55,82,22,97,31,55,24,44,53,8,2,88,72,28,40,34,27,82,28,75,69,38,5,57,34,83,47,4,84,97,92,46,13
Row 88,94,38,76,59,40,16,28,40,20,75,48,26,32,98,80,23,35,39,13,65,11,91,90,42,59,94,23,62,91,13,61,57,45,40,90,78,59,44,54,14,83,98,62,51,12,40,83,12,57,16,45,69,31,52,90,89,80,20,71,12,42,9,54,44,15,87,45,71,46,34,0,40,9,13,94,11,21,19,94,53,94,45,40,30,67,23,96,82,28,51,59,8,69,75,97,82,91,94,10,51
Row 89,86,32,45,12,6,74,98,84,16,27,37,55,81,35,29,88,58,37,98,3,77,56,99,43,62,52,61,18,37,62,54,91,50,24,78,17,73,98,58,15,80,96,57,90,58,95,72,76,69,32,57,35,61,65,62,10,29,39,2,1,32,41,21,53,17,70,20,1,74,71,49,76,69,24,75,31,39,69,70,50,47,10,56,82,54,11,43,31,24,12,38,56,71,49,81,87,56,46,97,23
Row 90,37,83,47,36,80,99,49,54,52,65,43,67,67,45,70,70,1,99,60,11,20,25,26,30,68,69,5,73,42,86,53,2,64,99,66,33,58,11,55,7,4,62,3,65,0,24,31,84,43,82,17,23,79,51,25,98,39,94,27,71,33,40,31,36,3,50,48,53,26,60,69,65,35,42,42,27,57,47,64,34,4,89,48,19,9,71,34,76,43,80,55,24,73,94,33,68,86,55,84,45
Row 91,27,42,47,47,77,81,37,26,78,67,34,78,36,40,8,13,52,3,84,49,76,11,17,81,0,25,16,97,68,40,30,95,50,91,17,61,81,83,51,90,20,10,97,80,44,30,90,61,3,16,34,23,98,24,14,24,35,55,53,78,73,31,56,97,36,76,66,62,93,24,78,69,41,39,6,68,42,79,8,35,54,37,35,81,36,28,91,58,56,67,4,44,62,17,90,72,16,26,86,78
Row 92,77,69,56,69,26,55,56,20,7,87,69,69,99,67,0,26,77,32,45,95,22,51,49,8,33,75,26,1,72,10,18,50,96,33,39,61,24,59,18,76,6,88,2,24,29,72,47,14,99,73,70,70,63,15,43,53,44,19,66,2,81,55,28,69,73,87,91,74,35,48,23,44,37,80,93,64,69,63,87,52,17,79,63,27,68,88,21,14,45,93,81,71,90,50,51,96,17,34,94,9
Row 93,51,15,25,57,51,0,19,74,21,95,12,31,30,66,53,20,79,12,57,53,73,7,92,46,38,85,33,13,40,32,92,95,47,58,95,32,48,88,16,20,68,13,80,19,96,80,4,83,66,71,48,66,15,42,25,75,25,55,59,77,62,68,71,92,51,37,2,52,62,2,13,72,86,33,5,42,83,48,48,79,97,43,30,11,85,8,30,35,17,46,23,30,74,85,75,11,11,67,35,36
Row 94,2,14,90,38,5,20,1,55,9,40,1,9,84,93,97,83,28,1,11,20,91,32,6,30,41,88,21,84,97,8,29,97,33,88,20,29,77,67,85,13,70,82,67,92,77,77,57,10,34,91,91,97,98,48,6,39,59,21,78,76,57,14,28,23,92,8,29,40,86,39,38,88,43,63,13,54,73,86,49,51,6,3,85,71,66,45,94,23,87,11,75,99,52,27,53,3,79,91,48,53
Row 95,99,14,61,45,2,69,61,5,10,25,3,9,60,94,83,84,6,87,25,47,39,23,29,35,38,81,15,3,68,37,13,2,94,90,71,83,25,65,75,92,8,13,90,96,91,19,21,64,76,54,2,9,99,37,55,54,84,26,91,37,75,71,70,56,0,22,25,29,37,70,96,80,48,41,7,55,2,92,85,4,36,6,12,65,93,14,0,80,48,69,22,23,3,26,15,31,66,46,91,30
Row 96,0,82,38,83,35,19,53,34,74,4,64,3,51,73,45,27,25,68,91,64,0,27,84,71,20,52,23,81,39,77,68,73,20,7,66,98,92,62,95,22,77,72,50,25,46,36,51,67,76,70,46,28,58,3,58,34,61,35,72,46,90,50,60,46,73,4,48,90,58,62,34,45,4,67,82,31,66,13,3,75,17,37,58,71,84,42,82,26,99,50,27,90,67,79,59,4,20,84,46,16
Row 97,85,3,56,94,6,95,82,85,13,10,73,31,16,43,67,78,71,2,16,32,73,76,55,3,88,49,40,23,83,26,12,16,56,95,83,53,51,25,10,79,27,88,15,12,77,11,30,55,87,43,43,99,96,8,95,11,71,48,8,31,84,80,21,11,38,75,14,68,10,23,61,62,93,23,11,62,7,79,24,1,27,22,79,69,41,15,57,73,27,44,46,84,86,27,71,30,63,35,91,57
Row 98,56,11,94,75,49,88,45,3,49,11,30,39,21,98,0,65,72,81,95,48,9,17,36,46,47,64,87,49,83,52,34,1,38,69,79,21,72,6,22,61,86,55,92,31,32,37,41,1,82,10,87,94,39,25,63,75,86,29,73,5,93,67,66,51,60,91,64,80,55,43,41,38,55,84,74,45,71,0,54,8,19,26,66,17,3,4,98,81,16,95,37,94,9,87,48,28,48,11,3,52
Row 99,57,72,14,15,96,66,25,54,54,61,78,40,87,49,83,99,9,39,21,16,64,60,33,54,16,74,49,27,14,18,96,20,33,35,49,15,29,58,38,6,74,83,74,72,7,35,95,91,3,61,98,55,22,83,9,24,57,18,79,93,54,99,5,2,15,96,50,27,94,17,22,97,39,63,98,80,53,58,8,24,79,63,33,21,89,39,37,98,44,40,91,26,36,13,15,13,77,18,37,26
Row 100,80,97,4,4,32,92,43,97,49,11,47,46,43,27,77,76,3,42,12,29,44,30,67,42,22,90,84,66,58,16,56,43,19,10,3,13,27,87,45,75,9,13,45,95,90,54,77,10,3,21,24,83,16,16,33,18,86,94,32,93,7,95,26,17,49,45,64,4,61,34,86,59,20,97,91,26,42,79,17,41,5,42,35,94,31,79,22,30,45,90,92,50,55,52,71,92,27,46,67,6
